OBJECTID,CITY_NAME,POP_1980,POP_1990,POP_2000,POP_2010,ALLCRASH,FCRASH,MACRASH,MICRASH,POCRASH,PDOCRASH,TPROPDMG,ALLINJS,TFATALITY,TMAJINJ,TMININJ,TPOSSINJ,TUNKINJ,ALCDRUGCR,ALCDRUGFCR,ALCDRUGMCR,ALCDRUGFAT,ALCDRUGMAJ,ALCDRUGINJ,ALCDRUGFI,ALCOCR,ALCOFCR,ALCOMCR,ALCOFAT,ALCOMAJ,ALCOINJ,ALCOFI,MOTOCR,MOTOFCR,MOTOMCR,MOTOFAT,MOTOMAJ,MOTOINJ,MOTOFI,PEDCR,PEDFCR,PEDMCR,PEDFAT,PEDMAJ,PEDINJ,PEDFI,BIKECR,BIKEFCR,BIKEMCR,BIKEFAT,BIKEMAJ,BIKEINJ,BIKEFI,SBUSCR,SBUSFCR,SBUSMCR,SBUSFAT,SBUSMAJ,SBUSINJ,SBUSFI,NBUSCR,NBUSFCR,NBUSMCR,NBUSFAT,NBUSMAJ,NBUSINJ,NBUSFI,TRKCR,TRKFCR,TRKMCR,TRKFAT,TRKMAJ,TRKINJ,TRKFI,HTRKCR,HTRKFCR,HTRKMCR,HTRKFAT,HTRKMAJ,HTRKINJ,HTRKFI,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,HOUR1,HOUR2,HOUR3,HOUR4,HOUR5,HOUR6,HOUR7,HOUR8,HOUR9,HOUR10,HOUR11,HOUR12,CITY_NUMBER,YEAR,REST_UPDATED,REST_UTC_OFFSET,AREA_ACRE,PERIMETER_METER,Shape__Area,Shape__Length
6982,Sabula,824,710,670,576,6,0,0,2,2,2,28300,4,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,3,0,0,1,1,0,0,0,1,0,1,1,1,1,0,0,1,6705,2013,2019-10-08T09:33:03.124Z,-05:00,940.881947969217,8459.71666,6913880.86328125,11402.5124102091
6983,Oxford Junction,600,581,573,496,1,0,0,0,0,1,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5847,2013,2019-10-08T09:33:03.124Z,-05:00,373.232932121086,4925.78835,2735484.09375,6629.682308694
6984,Hampton,4630,4133,4218,4461,58,0,1,8,5,44,328295,29,0,1,15,13,0,3,0,0,0,0,3,3,3,0,0,0,0,3,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,5,4,0,0,0,0,4,4,5,5,5,6,8,4,6,4,2,5,3,5,1,2,1,1,10,6,8,6,16,2,4,1,3222,2013,2019-10-08T09:33:03.124Z,-05:00,2832.28205425403,17794.68175,21264180.1289063,24240.4575189249
6985,Steamboat Rock,387,335,336,310,2,0,0,0,1,1,11100,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,7357,2013,2019-10-08T09:33:03.124Z,-05:00,322.581367243116,6102.08325,2396240.91796875,8260.79409690753
6986,Geneva,218,169,171,165,1,0,0,0,0,1,11200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2865,2013,2019-10-08T09:33:03.124Z,-05:00,265.737953229891,4434.10318,1990840.25390625,6036.14164186511
6987,Ackley,1900,1696,1809,1589,13,0,2,0,2,9,53200,4,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,2,2,2,0,0,0,0,2,2,0,1,0,1,3,4,0,1,0,0,2,1,0,0,0,2,1,4,2,3,1,0,0,0,15,2013,2019-10-08T09:33:03.124Z,-05:00,1656.81788442516,12694.72111,12363540.6523438,17238.7747978347
6988,Owasa,65,37,38,43,3,0,0,0,1,2,10550,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,5832,2013,2019-10-08T09:33:03.124Z,-05:00,358.188661901985,4816.27457,2662736.81640625,6527.55480835105
6989,Floyd,408,359,361,335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2625,2013,2019-10-08T09:33:03.124Z,-05:00,374.516551350016,5088.09342,2846905.19921875,6974.55564515469
6990,Nora Springs,1572,1505,1532,1431,5,0,1,0,0,4,32900,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,1,0,2,0,0,0,1,1,5527,2013,2019-10-08T09:33:03.124Z,-05:00,1413.74710806935,10752.2966,10752053.6367188,14739.0176886204
6991,Carroll,9705,9579,10106,10103,117,0,0,5,19,93,426557,29,0,0,6,22,1,2,0,0,0,0,2,2,2,0,0,0,0,2,2,2,0,0,0,0,2,2,4,0,0,0,0,4,4,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,6,0,0,0,0,6,6,4,0,0,0,0,4,4,8,5,9,3,12,8,14,13,12,11,9,13,3,2,1,10,8,11,22,25,15,10,4,6,1125,2013,2019-10-08T09:33:03.124Z,-05:00,3747.44775169486,28375.93913,27539651.15625,38242.1698839177
6992,Lytton,377,320,305,315,4,0,0,1,0,3,18172,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,2,0,0,1,4620,2013,2019-10-08T09:33:03.124Z,-05:00,118.067176004321,3324.64498,877475.375,4504.62826560236
6993,Yetter,52,49,36,34,2,0,0,0,2,0,26500,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,8587,2013,2019-10-08T09:33:03.124Z,-05:00,81.771340515367,2449.13893,605649.10546875,3311.35691689531
6994,Auburn,320,283,296,322,2,0,0,1,0,1,14000,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,297,2013,2019-10-08T09:33:03.124Z,-05:00,327.317096648437,4910.13113,2419205.6953125,6631.31572157445
6995,Willey,94,78,103,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8422,2013,2019-10-08T09:33:03.124Z,-05:00,160.424676013662,3223.02198,1175574.84765625,4337.04858511148
6996,Lakota,330,281,255,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4182,2013,2019-10-08T09:33:03.124Z,-05:00,121.126279431328,4059.9216,928179.05859375,5588.9957329688
6997,Millville,50,32,23,30,5,1,0,2,1,1,99000,4,1,0,2,2,0,1,1,0,1,0,2,3,1,1,0,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,3,1,1,0,1,0,2,3,2,0,0,0,0,0,0,0,3,0,0,0,0,0,1,2,0,0,0,0,1,0,0,1,5085,2013,2019-10-08T09:33:03.124Z,-05:00,37.9012613713143,2805.02598,284209.171875,3820.14309918042
6998,Strawberry Point,1463,1357,1386,1279,9,0,0,3,3,3,50750,7,0,0,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,2,1,1,1,0,2,0,1,1,1,0,2,1,0,0,7442,2013,2019-10-08T09:33:03.124Z,-05:00,1345.43020696977,17403.07781,10081384.03125,23685.603416046
6999,North Buena Vista,155,145,124,121,1,0,0,0,0,1,3500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5547,2013,2019-10-08T09:33:03.124Z,-05:00,579.562138947799,6942.59227,4342347.7421875,9448.35338912193
7000,Colesburg,463,439,412,404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1465,2013,2019-10-08T09:33:03.124Z,-05:00,188.500364995621,4920.56162,1410567.10546875,6693.66178228447
7001,Edgewood,900,842,923,864,9,0,0,1,1,7,44280,2,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,3,3,0,0,0,0,0,3,2,0,1,1,1,0,1,2247,2013,2019-10-08T09:33:15.956Z,-05:00,581.110550989064,6740.86056,4349245.66015625,9168.65943212714
7002,Springbrook,209,165,182,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7225,2013,2019-10-08T09:33:15.956Z,-05:00,382.24154061313,5021.14588,2817664.43359375,6776.32232031168
7003,Spragueville,149,118,89,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7202,2013,2019-10-08T09:33:15.956Z,-05:00,508.234227870908,5812.44242,3735299.609375,7830.64259271001
7004,Andrew,349,319,460,434,4,0,1,0,1,2,16500,2,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,172,2013,2019-10-08T09:33:15.956Z,-05:00,158.329471112605,3256.45673,1166641.5546875,4394.09038769961
7005,Saint Donatus,197,145,140,0,1,0,0,0,1,0,3000,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6745,2013,2019-10-08T09:33:15.956Z,-05:00,229.899113622229,4339.25559,1705280.54296875,5875.09626268666
7006,Smithland,282,252,221,224,4,0,2,1,0,1,48700,6,0,4,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,1,0,0,0,0,2,2,0,0,0,0,0,0,0,2,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,7092,2013,2019-10-08T09:33:15.956Z,-05:00,193.208120048374,4296.45221,1427060.2265625,5803.08533710427
7007,Anthon,687,638,649,565,4,0,1,0,2,1,21300,5,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,192,2013,2019-10-08T09:33:15.956Z,-05:00,467.800643987078,6372.87559,3472771.0625,8631.62704477293
7008,Grundy Center,2880,2491,2596,2706,23,0,0,1,1,21,95800,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,2,1,4,0,0,1,4,4,1,0,0,1,2,2,6,0,7,3,1,0,1,3142,2013,2019-10-08T09:33:15.956Z,-05:00,1594.84297421254,13358.03181,11830303.8828125,18081.5392103586
7009,Holland,278,215,250,282,1,0,0,0,1,0,5235,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3505,2013,2019-10-08T09:33:15.956Z,-05:00,162.581449132682,3260.49356,1207392.93359375,4417.22389025709
7010,Hubbard,852,814,885,845,1,0,0,0,0,1,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3575,2013,2019-10-08T09:33:15.956Z,-05:00,1183.07808960379,9394.1104,8759708.84765625,12707.2065612424
7011,Eldora,3063,3038,3035,2732,16,0,2,1,2,11,64781,9,0,2,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,2,0,0,0,0,2,2,1,0,0,0,0,1,1,3,0,1,2,0,2,2,2,1,2,0,1,0,0,0,0,1,4,0,6,3,1,1,0,2280,2013,2019-10-08T09:33:15.956Z,-05:00,2725.51396912577,14312.13229,20215292.4257813,19372.0102741371
7012,Nashua,1846,1476,1618,1663,12,0,0,0,1,11,65200,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,2,2,0,3,0,0,0,0,0,3,1,1,1,0,0,0,2,1,0,1,1,3,1,2,5375,2013,2019-10-08T09:33:15.956Z,-05:00,2023.89420940803,14127.32837,15296785.0859375,19312.8400758996
7013,Ionia,350,304,277,291,2,0,0,1,0,1,7000,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,3710,2013,2019-10-08T09:33:15.956Z,-05:00,359.708090662154,4826.18313,2726185.60546875,6604.63831947016
7014,Bassett,128,74,74,66,2,0,0,1,0,1,1700,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,420,2013,2019-10-08T09:33:15.956Z,-05:00,248.302125384793,4176.84749,1883405.18359375,5720.71824806223
7015,Whitten,168,137,160,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8375,2013,2019-10-08T09:33:15.956Z,-05:00,318.291166312633,5623.07267,2353387,7598.78792275531
7016,Albion,739,585,592,505,2,0,0,0,1,1,7300,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,70,2013,2019-10-08T09:33:15.956Z,-05:00,388.99642373141,5021.59812,2862606.76171875,6772.07743000226
7017,Granville,336,298,325,312,3,0,0,2,0,1,41000,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,3062,2013,2019-10-08T09:33:15.956Z,-05:00,179.595477368942,3492.09503,1358910.18359375,4775.59381852094
7018,Ashton,441,462,461,458,4,0,0,0,1,3,41900,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,265,2013,2019-10-08T09:33:15.956Z,-05:00,649.534691767192,6481.99412,4966214.76953125,8909.59301195428
7019,George,1241,1066,1051,1080,6,0,0,0,0,6,22300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,1,0,1,1,1,2875,2013,2019-10-08T09:33:15.956Z,-05:00,1469.35315914598,9786.27263,11246200.15625,13459.0000324333
7020,Alvord,246,204,187,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,2013,2019-10-08T09:33:15.956Z,-05:00,282.849867055627,4730.88516,2164913.3828125,6505.53935307242
7021,Oelwein,7564,6493,6692,6415,46,0,0,6,5,35,246690,17,0,0,11,5,1,2,0,0,0,0,2,2,2,0,0,0,0,2,2,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,1,0,0,0,0,1,1,7,2,9,1,3,1,1,5,3,5,7,2,0,1,1,0,6,7,5,8,5,5,4,4,5657,2013,2019-10-08T09:33:15.956Z,-05:00,3115.55983339591,20375.23009,23338406.75,27728.3360762867
7022,Arlington,498,465,490,429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,2013,2019-10-08T09:33:15.956Z,-05:00,640.47347207295,6439.43315,4809621.71875,8771.91841417505
7023,Maynard,561,513,500,518,1,0,0,0,0,1,11000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4870,2013,2019-10-08T09:33:15.956Z,-05:00,637.991704328422,6525.12327,4794807.6796875,8891.95128873938
7024,Boyden,708,651,672,707,11,0,0,2,3,6,83500,7,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,1,0,3,1,1,0,1,0,0,3,0,0,1,2,3,1,1,0,3,0,0,0,785,2013,2019-10-08T09:33:15.956Z,-05:00,476.994042390479,8337.56507,3633024.1015625,11426.955117094
7025,Rock Valley,2706,2540,2702,3354,21,0,0,2,4,15,91780,11,0,0,4,7,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,1,1,0,4,3,2,3,1,1,0,3,2,0,0,0,0,4,4,3,4,5,1,0,0,6550,2013,2019-10-08T09:33:15.956Z,-05:00,1595.79340130793,17387.03057,12159866.8125,23855.7154585903
7026,Corwith,480,354,350,309,2,0,0,0,0,2,27050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1597,2013,2019-10-08T09:33:15.956Z,-05:00,866.575864193541,9152.88094,6557798.40625,12514.6324961642
7027,Wesley,598,444,467,390,1,0,0,0,0,1,43000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8242,2013,2019-10-08T09:33:15.956Z,-05:00,400.623653435758,5794.14212,3041483.4609375,7938.42203936991
7028,LuVerne,418,328,299,261,1,0,0,0,0,1,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4595,2013,2019-10-08T09:33:15.956Z,-05:00,1356.39107399858,10814.87247,10238354.2304688,14768.5191245706
