OBJECTID,CITY_NAME,POP_1980,POP_1990,POP_2000,POP_2010,ALLCRASH,FCRASH,MACRASH,MICRASH,POCRASH,PDOCRASH,TPROPDMG,ALLINJS,TFATALITY,TMAJINJ,TMININJ,TPOSSINJ,TUNKINJ,ALCDRUGCR,ALCDRUGFCR,ALCDRUGMCR,ALCDRUGFAT,ALCDRUGMAJ,ALCDRUGINJ,ALCDRUGFI,ALCOCR,ALCOFCR,ALCOMCR,ALCOFAT,ALCOMAJ,ALCOINJ,ALCOFI,MOTOCR,MOTOFCR,MOTOMCR,MOTOFAT,MOTOMAJ,MOTOINJ,MOTOFI,PEDCR,PEDFCR,PEDMCR,PEDFAT,PEDMAJ,PEDINJ,PEDFI,BIKECR,BIKEFCR,BIKEMCR,BIKEFAT,BIKEMAJ,BIKEINJ,BIKEFI,SBUSCR,SBUSFCR,SBUSMCR,SBUSFAT,SBUSMAJ,SBUSINJ,SBUSFI,NBUSCR,NBUSFCR,NBUSMCR,NBUSFAT,NBUSMAJ,NBUSINJ,NBUSFI,TRKCR,TRKFCR,TRKMCR,TRKFAT,TRKMAJ,TRKINJ,TRKFI,HTRKCR,HTRKFCR,HTRKMCR,HTRKFAT,HTRKMAJ,HTRKINJ,HTRKFI,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,HOUR1,HOUR2,HOUR3,HOUR4,HOUR5,HOUR6,HOUR7,HOUR8,HOUR9,HOUR10,HOUR11,HOUR12,CITY_NUMBER,YEAR,REST_UPDATED,REST_UTC_OFFSET,AREA_ACRE,PERIMETER_METER,Shape__Area,Shape__Length
308,Manchester,4942,5137,5257,5179,75,0,1,5,16,53,249722,34,0,1,7,26,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,1,0,0,0,0,1,1,12,7,8,6,5,4,6,4,5,5,6,7,0,2,0,2,6,5,16,13,17,7,3,2,4682,2001,2019-10-08T09:31:26.062Z,-05:00,3017.28272613273,26168.14218,22468682.0234375,35487.2166230729
309,Delaware,170,176,188,159,7,0,0,1,1,5,10644,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,2,1,2,1,1,0,0,0,0,0,1,1,0,1,1900,2001,2019-10-08T09:31:26.062Z,-05:00,482.485634932273,6517.18366,3591386.86328125,8834.5105492687
310,Masonville,150,129,104,127,1,0,0,0,0,1,5000,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4830,2001,2019-10-08T09:31:26.062Z,-05:00,208.447362537388,4037.55315,1551954.2421875,5474.47061566281
311,Iowa Falls,6174,5435,5193,5238,104,0,1,20,14,69,375278,47,0,1,25,20,1,4,0,0,0,0,5,5,2,0,0,0,0,3,3,2,0,0,0,0,3,3,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,10,8,0,0,0,0,8,8,14,6,12,7,11,9,6,9,12,6,5,7,3,1,2,6,10,15,14,16,15,9,10,2,3720,2001,2019-10-08T09:31:26.062Z,-05:00,3403.66562963915,23833.47897,25373405.0390625,32340.61565505
312,Wellsburg,761,682,716,707,1,0,0,0,0,1,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8227,2001,2019-10-08T09:31:26.062Z,-05:00,636.98176307351,6473.28854,4735594.39453125,8773.62894475157
313,Parkersburg,1968,1804,1889,1870,12,0,1,1,0,10,37630,5,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,4,2,1,0,0,0,2,0,0,1,0,1,0,1,3,0,5,1,0,5915,2001,2019-10-08T09:31:26.062Z,-05:00,947.667444014018,12135.48312,7076814.03125,16483.1977075491
314,Dike,987,875,944,1209,8,0,0,1,2,5,29250,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1,0,1,1,0,0,1,0,0,0,1,1,1,0,0,1,1,2,1,1997,2001,2019-10-08T09:31:26.062Z,-05:00,894.62661055171,9437.69052,6657433.203125,12788.2384784523
315,Edgewood,900,842,923,864,8,0,0,1,0,7,31152,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,2,2,1,0,0,0,1,1,2,1,1,0,1,0,2247,2001,2019-10-08T09:31:26.062Z,-05:00,581.110550989064,6740.86056,4349245.66015625,9168.65943212714
316,Waterloo,75985,66467,68747,68406,883,5,51,138,229,460,3602536,651,5,61,205,367,18,39,2,10,2,14,51,53,21,2,4,2,6,33,35,21,1,8,1,11,18,19,27,0,4,0,4,29,29,11,0,1,0,1,11,11,4,0,1,0,1,4,4,1,0,1,0,1,3,3,27,0,1,0,1,28,28,22,0,1,0,1,22,22,66,66,47,62,85,82,69,95,63,78,73,97,27,12,7,52,82,105,143,153,137,70,47,35,8155,2001,2019-10-08T09:31:26.062Z,-05:00,40670.9406971986,78950.31826,302922879.132813,107093.443889195
317,Raymond,655,619,537,788,1,0,0,0,0,1,1700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6342,2001,2019-10-08T09:31:26.062Z,-05:00,1040.19561060456,9924.27009,7741965.8828125,13453.0916813008
318,Elk Run Heights,1186,1088,1052,1117,12,1,1,0,1,9,55250,5,1,1,1,3,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,4,1,0,1,0,6,7,2,1,0,1,0,2,3,1,0,1,0,1,1,0,1,2,2,2,1,0,2,0,3,0,4,0,1,1,1,0,0,2312,2001,2019-10-08T09:31:26.062Z,-05:00,707.108073032741,12380.07739,5262318.33984375,16788.3046551454
319,Evansdale,4798,4638,4526,4751,47,0,2,4,7,34,210357,18,0,2,6,9,1,2,0,1,0,1,1,1,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,7,5,0,0,0,0,5,5,2,5,1,6,5,3,7,4,1,4,2,7,1,0,3,3,3,6,5,11,12,0,2,1,2432,2001,2019-10-08T09:31:26.062Z,-05:00,2515.71767943597,19535.13298,18720776.625,26480.9292045615
320,Gilbertville,740,748,767,712,7,0,2,0,0,5,21460,4,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2,0,2,1,0,0,3,0,0,0,0,1,1,1,0,2905,2001,2019-10-08T09:31:26.062Z,-05:00,226.90930351547,5007.89084,1686094.390625,6788.62035445917
321,Quasqueton,599,579,574,554,2,0,0,0,0,2,4100,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,6282,2001,2019-10-08T09:31:26.062Z,-05:00,782.630333025955,8251.38725,5811155.19921875,11174.1474971573
322,Clermont,602,523,716,632,6,0,1,1,0,4,23322,3,0,1,1,1,0,2,0,0,0,0,2,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,2,0,0,0,1,1,0,0,0,1,1,0,0,2,1395,2001,2019-10-08T09:31:26.062Z,-05:00,808.782262685303,8724.93595,6122626.29296875,11929.3737899053
323,La Porte City,2324,2128,2275,2285,18,0,1,1,0,16,66951,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,1,0,0,0,0,1,1,3,1,2,1,1,2,0,1,2,1,2,2,2,1,2,2,0,2,2,1,2,4,0,0,4082,2001,2019-10-08T09:31:26.062Z,-05:00,1674.15923507513,10439.55041,12398657.3515625,14124.6861563874
324,Dysart,1355,1230,1303,1379,6,0,0,0,0,6,20408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,1,2,0,0,2162,2001,2019-10-08T09:31:26.062Z,-05:00,789.866385872085,7614.14312,5823541.22265625,10280.2418993034
325,Grundy Center,2880,2491,2596,2706,27,0,1,2,5,19,111228,10,0,1,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,2,2,2,0,0,0,0,2,2,3,1,3,1,1,1,3,2,3,3,5,1,0,0,0,2,3,3,5,5,3,3,2,1,3142,2001,2019-10-08T09:31:26.062Z,-05:00,1594.84297421254,13358.03181,11830303.8828125,18081.5392103586
326,Holland,278,215,250,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3505,2001,2019-10-08T09:31:26.062Z,-05:00,162.581449132682,3260.49356,1207392.93359375,4417.22389025709
327,Ireton,588,597,585,609,2,0,0,1,0,1,9243,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3742,2001,2019-10-08T09:31:26.062Z,-05:00,653.076152948907,7502.51129,4939905.046875,10256.9372160697
328,Struble,70,67,85,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7455,2001,2019-10-08T09:31:26.062Z,-05:00,93.3851832954031,2795.28884,704547.6328125,3815.57151578726
329,Alton,986,1063,1095,1216,11,1,0,1,1,8,53316,4,1,0,3,1,0,1,1,0,1,0,1,2,1,1,0,1,0,1,2,1,1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,2,0,0,0,0,2,2,1,2,4,0,1,1,0,0,0,0,2,0,0,0,1,3,2,0,0,1,2,2,0,0,130,2001,2019-10-08T09:31:26.062Z,-05:00,1210.96830789655,14199.93973,9163601.984375,19419.1447219129
330,Maurice,288,243,254,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4857,2001,2019-10-08T09:31:26.062Z,-05:00,439.342448893701,6129.27784,3322424.1953125,8380.78661753549
331,Chatsworth,110,103,89,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1255,2001,2019-10-08T09:31:26.062Z,-05:00,321.343634863639,4834.81636,2426094.07421875,6607.6928092735
332,Craig,105,116,102,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1682,2001,2019-10-08T09:31:26.062Z,-05:00,57.8896586779605,2116.63983,436769.04296875,2890.2267629368
333,Armstrong,1153,1025,979,926,10,0,0,1,2,7,46600,6,0,0,1,4,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,1,3,0,1,0,0,0,1,0,1,2,1,1,2,1,1,0,0,227,2001,2019-10-08T09:31:26.062Z,-05:00,553.359543731919,13571.40671,4242549.80859375,18672.0615271118
334,Ringsted,557,481,436,422,2,0,0,0,0,2,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,6472,2001,2019-10-08T09:31:26.062Z,-05:00,637.381554094993,6422.95697,4871135.72265625,8826.57491426182
335,Clear Lake,7458,8183,8161,7777,207,0,2,21,53,131,890218,125,0,2,29,91,3,9,0,0,0,0,11,11,8,0,0,0,0,10,10,2,0,0,0,0,2,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,17,0,0,0,0,24,24,13,0,0,0,0,20,20,20,19,12,11,18,16,25,19,13,12,23,19,9,2,2,12,17,24,22,36,38,23,14,6,1372,2001,2019-10-08T09:31:26.062Z,-05:00,8523.23358527484,36721.5973,64803106.7265625,50322.9958912951
336,Ayrshire,243,195,202,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,335,2001,2019-10-08T09:31:26.062Z,-05:00,133.942137738303,3256.98496,1015248.29296875,4458.36086184944
337,Laurens,1606,1550,1476,1258,7,0,1,1,1,4,19393,4,0,1,1,1,1,1,0,0,0,0,2,2,1,0,0,0,0,2,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,1,0,1,0,0,0,0,0,0,2,1,0,1,1,0,1,0,4240,2001,2019-10-08T09:31:26.062Z,-05:00,471.29348897158,7887.30577,3550372.1640625,10763.0947011903
338,Garner,2908,2916,2922,3129,56,0,2,5,4,45,229304,17,0,2,7,8,0,2,0,0,0,0,2,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,2,0,0,0,0,2,2,6,11,3,0,5,4,5,6,6,3,4,3,1,1,2,1,4,5,7,17,13,2,1,2,2837,2001,2019-10-08T09:31:26.062Z,-05:00,1270.34314280788,12684.42273,9647493.375,17381.7729590279
339,Klemme,620,587,593,507,2,0,0,0,0,2,4100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,4012,2001,2019-10-08T09:31:26.062Z,-05:00,214.181076860639,3761.13,1621761.51953125,5146.08476458877
340,Goodell,220,201,174,139,2,0,0,0,0,2,16800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,2977,2001,2019-10-08T09:31:26.062Z,-05:00,229.849498713982,4374.25208,1735746.03125,5975.56266354748
341,Albert City,818,779,709,699,2,0,0,1,1,0,8200,4,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,62,2001,2019-10-08T09:31:26.062Z,-05:00,334.877730074918,7177.44577,2517369.09765625,9792.85581380003
342,Fonda,863,731,648,631,3,0,0,1,1,1,17371,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,2642,2001,2019-10-08T09:31:26.062Z,-05:00,643.110676966974,6503.85539,4803705.25,8836.18451844987
343,Varina,122,102,90,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7965,2001,2019-10-08T09:31:26.062Z,-05:00,143.193681312048,3975.99999,1072209.28515625,5410.06366963041
344,Prairieburg,197,213,175,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6222,2001,2019-10-08T09:31:26.062Z,-05:00,286.875185956335,5071.13509,2119469.0390625,6852.43741636857
345,Robins,726,875,1806,3142,5,0,0,0,1,4,19869,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,6520,2001,2019-10-08T09:31:26.062Z,-05:00,3142.56903092085,24604.68746,23099028.09375,33163.4255833872
346,Center Point,1591,1693,2007,2421,13,0,1,2,0,10,34020,3,0,1,2,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,2,1,1,3,1,0,1,2,0,1,1,0,0,0,1,1,1,3,3,0,1,2,1205,2001,2019-10-08T09:31:26.062Z,-05:00,1580.99079614238,15134.81334,11660966.0898438,20441.8900660542
347,Brandon,337,320,311,309,2,0,0,1,0,1,10200,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,807,2001,2019-10-08T09:31:26.062Z,-05:00,232.931011041179,4658.48914,1725159.8203125,6301.62752772979
348,Garber,140,118,103,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2815,2001,2019-10-08T09:31:26.062Z,-05:00,149.680438038892,4875.03803,1123868.2578125,6641.47312232201
349,Millville,50,32,23,30,1,0,0,0,0,1,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5085,2001,2019-10-08T09:31:26.062Z,-05:00,37.9012613713143,2805.02598,284209.171875,3820.14309918042
350,Strawberry Point,1463,1357,1386,1279,13,0,1,3,1,8,39360,8,0,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,4,0,1,0,3,2,0,0,0,0,0,2,1,3,0,3,3,0,0,1,7442,2001,2019-10-08T09:31:26.062Z,-05:00,1345.43020696977,17403.07781,10081384.03125,23685.603416046
351,North Buena Vista,155,145,124,121,2,0,0,0,0,2,10100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,5547,2001,2019-10-08T09:31:26.062Z,-05:00,579.562138947799,6942.59227,4342347.7421875,9448.35338912193
352,Colesburg,463,439,412,404,4,0,0,0,0,4,7600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,1,0,0,1465,2001,2019-10-08T09:31:26.062Z,-05:00,188.500364995621,4920.56162,1410567.10546875,6693.66178228447
353,Monona,1530,1520,1550,1549,9,0,0,1,1,7,20850,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,2,1,1,0,0,1,0,0,0,0,0,1,3,0,1,1,2,0,0,0,5162,2001,2019-10-08T09:31:26.062Z,-05:00,691.829541314881,7732.97158,5245894.546875,10584.8126340714
354,Luana,246,190,249,269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4565,2001,2019-10-08T09:31:26.062Z,-05:00,696.25882727958,7179.21799,5280841.63671875,9826.58323227703
355,Farmersburg,276,291,300,302,1,0,0,1,0,0,1000,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2505,2001,2019-10-08T09:31:26.062Z,-05:00,272.169875774672,4260.17221,2057667.1875,5824.62647083062
